Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,480W,,,,,FGPLTF480WF3,0,,0,deny,manual,30.00,,TRUE,TRUE,840122903106,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,470C,,,,,FGPLTF470CF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900815,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,490C,,,,,FGPLTF490CF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900839,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,500N,,,,,FGPLTF500NF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900846,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,510W,,,,,FGPLTF510WF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900853,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,520W,,,,,FGPLTF520WF3,0,,0,deny,manual,30.00,,TRUE,TRUE,840122903144,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,530N,,,,,FGPLTF530NF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900877,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,540C,,,,,FGPLTF540CF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900884,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,550C,,,,,FGPLTF550CF1,91,,0,deny,manual,30.00,,TRUE,TRUE,840122900891,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,560W,,,,,FGPLTF560WF3,0,,0,deny,manual,30.00,,TRUE,TRUE,840122903182,,,,,,,,g,,,,,active
liquid-touch-weightless-foundation-1,,"<p><span style=""font-weight: 400;""></span><meta charset=""utf-8""><span data-mce-fragment=""1"">An innovative long-lasting foundation that combines the weightless feel of a serum with buildable medium coverage for truly breathable, layerable wear.</span></p>",Rare Beauty,,Foundation,"Coverage: Medium, Finish: Natural, non-returnable, Shop Sephora, variant-disabled:40242054299783, variant-disabled:43735166419079, variant-disabled:43735166451847, variant-disabled:43735166484615, variant-disabled:43735166517383, variant-disabled:43735166550151, variant-disabled:43735166582919, variant-disabled:43735166615687, variant-disabled:43735166648455, variant-disabled:43735166681223, variant-disabled:43735166713991, variant-disabled:43735166746759, variant-disabled:43735166779527, variant-disabled:43735166812295, variant-disabled:43735166845063, variant-disabled:43735166877831, variant-disabled:43735166910599, variant-disabled:43735166943367, variant-disabled:43735166976135, variant-disabled:43735167008903, variant-disabled:43735167041671, variant-disabled:43735167139975, variant-disabled:43735167172743, variant-disabled:43735167205511, variant-disabled:43735167238279, variant-disabled:43735167271047, variant-disabled:43735167303815, variant-disabled:43735167434887, variant-disabled:43735167500423, variant-disabled:43735167565959, variant-disabled:43735167598727, variant-disabled:43735167631495, variant-disabled:43735167664263, variant-disabled:43735167860871, variant-disabled:43735268032647",TRUE,Shade,570N,,,,,FGPLTF570NF1,0,,0,deny,manual,30.00,,TRUE,TRUE,840122900914,,,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,Positive Light Silky Touch Highlighter,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Enlighten,,,,,FGPPLH0001F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122905414,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-enlighten-1440x1952.jpg?v=1762283501,1,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-enlighten-on-figure-01-1440x1952.png?v=1669148726,2,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-enlighten-on-figure-02-1440x1952..jpg?v=1669148726,3,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-enlighten-swatch-1440x1952.png?v=1669148726,4,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-exhilarate-1440x1952.jpg?v=1669148726,5,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-exhilarate-on-figure-01-1440x1952.png?v=1669148726,6,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-exhilarate-on-figure-03-1440x1952.jpg?v=1669148726,7,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-exhilarate-swatch1440x1952.png?v=1669148726,8,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-1440x1952.jpg?v=1669937692,9,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-on-figure-01-1440x1952.jpg?v=1669937801,10,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-on-figure-03-1440x1952_jpg_4a493123-4cc2-4148-9d60-090606d134df.jpg?v=1669937801,11,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-on-figure-04-1440x1952_jpg.jpg?v=1669937801,12,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-on-figure-05-1440x1952_jpg.jpg?v=1670014694,13,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-mesmerize-swatch-1440x1952.png?v=1670014694,14,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-1440x1952.jpg?v=1669937801,15,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-on-figure-04-1440x1952.jpg?v=1669937801,16,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-on-figure-02-1440x1952.jpg?v=1669937801,17,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-on-figure-03-1440x1952.jpg?v=1669937801,18,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-on-figure-01-1440x1952.jpg?v=1669937801,19,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-on-figure-05-1440x1952.jpg?v=1669937801,20,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-flaunt-swatch-1440x1952.png?v=1669864438,21,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/positive-light-silky-touch-highlighter-reveal-1440x1952.jpg?v=1709944792,22,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/positive-light-silky-touch-highlighter-on-figure-reveal-1440x1952.jpg?v=1709944792,23,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/swatch-positive-light-silky-touch-highlighter-reveal-1440x1952.png?v=1709944792,24,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/positive-light-silky-touch-highlighter-reflect-1440x1952.jpg?v=1709944792,25,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/positive-light-silky-touch-highlighter-on-figure-reflect-1440x1952.jpg?v=1709944792,26,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/swatch-positive-light-silky-touch-highlighter-reflect-1440x1952.png?v=1709944792,27,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/files/positive-light-silky-touch-highlighter-arm-swatches-ext-1440x1952.jpg?v=1709944792,28,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-brush-group-1440x1952_a1be2a2e-7cf2-49d5-b6a6-352000b6cd36.jpg?v=1709944792,29,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-group-campaign-01-1440x1952.jpg?v=1709944792,30,,,,,,,,,,,
positive-light-silky-touch-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-silky-touch-highlighter-closed-1440x1952.jpg?v=1709944792,31,,,,,,,,,,,
positive-light-silky-touch-highlighter,,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Exhilarate,,,,,FGPPLH0002F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122905421,,,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Mesmerize,,,,,FGPPLH0003F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122905438,,,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Flaunt,,,,,FGPPLH0004F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122905445,,,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Reveal,,,,,FGPPLH0005F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122906534,,,,,,,,g,,,,,active
positive-light-silky-touch-highlighter,,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW97055503 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW97055503 BCX0"" data-mce-fragment=""1"">An innovative powder highlighter that gives skin an instant glass-like sheen for an easy, natural-looking glow that lasts.</span></span>",Rare Beauty,,Highlighter,"Award: allure-2024, non-returnable, Shop Sephora",TRUE,Shade,Reflect,,,,,FGPPLH0006F1,0,,0,deny,manual,28.00,,TRUE,TRUE,840122906541,,,,,,,,g,,,,,active
positive-light-precision-highlighter-brush,Positive Light Precision Highlighter Brush,"<meta charset=""utf-8""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW197627143 BCX0"" data-mce-fragment=""1"" xml:lang=""EN-US""><span class=""NormalTextRun SCXW197627143 BCX0"" data-mce-fragment=""1"">A small, tapered precision brush that makes it easy to sweep on highlighter exactly where you want it.</span></span>",Rare Beauty,,Brushes,"non-returnable, Shop Sephora",TRUE,Title,Default Title,,,,,FGPPLP0001F1,5,,0,deny,manual,20.00,,TRUE,TRUE,840122905452,https://cdn.shopify.com/s/files/1/0314/1143/7703/products/positive-light-precision-brush-1440x1952.jpg?v=1762283503,1,,,,,,g,,,,,active
